ChangeDue,Discounts,Subtotal,GrandTotal,ExternalId
1.68,13.86,15832,142.32,
,8.66,9300,83,
,,,,
,,11200,112,
16,13.86,4000,24,
10,,1000,10,
2.01,,824,8.24,
8.86,,2114,21.14,
26,13.86,4000,24,
0.72,,2828,28.28,
13,15.59,6500,47,
0.76,,12024,120.24,
,,16516,165.16,
2,,3800,38,
14.94,6.93,5306,45.06,
4.06,,3594,35.94,
4,,6600,66,
11.34,,6866,68.66,
3,2.6,2000,17,
0.68,,5932,59.32,
,,1000,10,
4,4.33,6100,56,
1.01,4.33,3449,29.49,
0.17,,3183,31.83,
,,8000,80,
4,4.33,2100,16,
,,,,
,,1000,10,
12.39,13.86,16361,147.61,
0.06,4.33,2794,22.94,
3.5,,2650,26.5,
,8.66,3000,20,
10,,3000,30,
2.2,,2780,27.8,
,,1300,13,
,,4000,40,
8.16,4.33,3684,31.84,
2,,3800,38,
,35.49,19600,155.01,
,,2107,21.07,
4,4.33,6100,56,
1.76,,3824,38.24,
,4.33,4505,40.05,
16.24,,8376,83.76,
3,4.33,1200,7,
,12.99,3500,20,
,,5000,50,
,,4000,40,
,,5000,50,
36.1,,6390,63.9,
,,10000,100,
5,,3500,35,
7,,3300,33,
,,9600,96,
4.48,,5552,55.52,
,,4016,40.16,
4.4,,1560,15.6,
5,13.86,9100,75,
2,4.33,6300,58,
6,,1400,14,
10,4.33,3500,30,
5,4.33,2000,15,
,,600,6,
15,,2500,25,
,,,,
0.68,4.33,2832,23.32,
0.96,,11104,111.04,
15,4.33,1000,5,
,,2500,25,
0.92,,2108,21.08,
7.68,,3232,32.32,
5,8.66,4500,35,
3.21,,5679,56.79,
12,4.33,13300,128,
1.6,,2840,28.4,
0.24,,5976,59.76,
16,,2400,24,
,,20000,200,
5,4.33,1000,5,
3.97,,1603,16.03,
,,500,5,
15,4.33,1000,5,
5,,1500,15,
3.96,4.33,10104,96.04,
,,500,5,
,,2000,20,
49.01,4.33,5624,51.24,
12.46,,6754,67.54,
3.83,,4117,41.17,
,,800,8,
8,,1200,12,
10,17.32,11000,90,
7.76,4.33,9724,92.24,
12,4.33,3300,28,
0.76,,2724,27.24,
5,8.66,2500,15,
17.72,,12228,122.28,
2,4.33,4300,38,
3,,1700,17,
2.36,,11264,112.64,
16,,6400,64,
63.83,4.33,4117,36.17,
0.31,4.33,11269,107.69,
3.84,,1616,16.16,
,,7946,79.46,
3.84,4.33,3616,31.16,
,,4000,40,
0.43,,3057,30.57,
4.16,,5584,55.84,
4.08,,5592,55.92,
10,4.33,5500,50,
,,3600,36,
2,4.33,2300,18,
3.41,2.07,7884,76.59,
,,1000,10,
,4.33,6500,60,
15,,4500,45,
0.32,,3168,31.68,
,,7700,77,
,,6000,60,
3.79,,19621,196.21,
7.92,,11208,112.08,
15,,2500,25,
0.33,,5867,58.67,
11.6,4.33,3340,28.4,
,8.66,12200,112,
1,,1400,14,
,,2816,28.16,
3.47,,7653,76.53,
2,,1800,18,
4.68,,2032,20.32,
5,,7500,75,
13,,4700,47,
10.72,,4928,49.28,
5,4.33,2000,15,
2.9,,6210,62.1,
,,6100,61,
2,,3800,38,
,4.33,2623,21.23,
,,918,9.18,
3.68,,3632,36.32,
,,4000,40,
1,,1400,14,
4,,7600,76,
3,,1700,17,
5.57,,5443,54.43,
,4.33,7014,65.14,
,,10000,100,
31.84,8.66,7816,68.16,
4.86,,3514,35.14,
2.72,,1728,17.28,
2.96,,704,7.04,
6.5,,10350,103.5,
,,,,
,8.66,2500,15,
,,6000,60,
10.5,,2950,29.5,
,,10255,102.55,
0.84,,6116,61.16,
15,,6500,65,
3.12,,1688,16.88,
,,6400,64,
0.19,,2981,29.81,
8,,3200,32,
1.76,,10824,108.24,
11.92,,2808,28.08,
1.66,,1834,18.34,
,2.6,2000,17,
,,1000,10,
10,,1000,10,
,,4000,40,
,,2808,28.08,
8,,1200,12,
9.29,4.33,5571,50.71,
3.76,,1624,16.24,
10,4.33,1500,10,
,4.33,3000,25,
1.13,,13887,138.87,
4.98,4.33,2002,15.02,
14.91,,10509,105.09,
,,2832,28.32,
0.25,8.66,7575,65.75,
3.44,,1656,16.56,
8.64,,3136,31.36,
8,,3200,32,
3,,3200,32,
,,100,1,
90,,1000,10,
7.84,,3216,32.16,
1.28,4.33,6372,58.72,
16,,8400,84,
5,4.33,4100,36,
16,6.93,7200,64,
,,4000,40,
1.06,,894,8.94,
,,2500,25,
8,4.33,3700,32,
,,3200,32,
9.15,,17085,170.85,
2.5,,2750,27.5,
12.8,,6720,67.2,
0.2,,1980,19.8,
,4.33,1500,10,
15.85,,2415,24.15,
,4.33,1500,10,
3,,3200,32,
4,,1600,16,
16.6,0.52,400,3.4,
4.8,,2520,25.2,
8,,3200,32,
,4.33,2500,20,
2,,1800,18,
0.4,,960,9.6,
,4.33,2800,23,
2,4.33,3300,28,
7.84,,3216,32.16,
12,,2800,28,
,25.98,12000,90,
3.52,,5648,56.48,
6,4.33,9900,94,
5,4.33,2000,15,
7.4,,23260,232.6,
10,,5000,50,
12.57,,32743,327.43,
13,8.66,5700,47,
1.17,,2408,24.08,
,,2000,20,
,,500,5,
16,,6400,64,
,,,,
5,,3500,35,
10,,3000,30,
,17.32,8000,60,
,,7200,72,
1.19,,1881,18.81,
,,,,
0.8,,3020,30.2,
0.63,2.35,1808,15.37,
0.32,,5968,59.68,
5,,3500,35,
0.8,,2420,24.2,
15.85,4.33,2915,24.15,
3.52,,5648,56.48,
10.86,,4914,49.14,
2.08,4.33,4292,37.92,
14,,10600,106,
5.92,,3408,34.08,
0.12,,3288,32.88,
3.21,6.93,8479,76.79,
,12.35,9500,80.72,
,5.2,4000,34,
,,1300,13,
2.07,,6793,67.93,
84.32,4.33,2068,15.68,
5.51,,21449,214.49,
18.04,,8196,81.96,
0.25,,775,7.75,
,4.33,4805,43.05,
10,,7200,72,
0.44,,4056,40.56,
67,4.33,3800,33,
0.4,4.33,8460,79.6,
4.05,,2595,25.95,
11.35,,4865,48.65,
60,,4000,40,
20.04,,7996,79.96,
,4.33,2040,15.4,
70,,3026,30.26,
13.15,4.33,19185,186.85,
14,4.33,4100,36,
,4.33,2500,20,
,,1000,10,
5,,3500,35,
5.79,,1421,14.21,
,4.33,2500,20,
,,4000,40,
0.25,,3475,34.75,
,4.33,3300,28,
,,2000,20,
2.26,,4274,42.74,
4.08,,1592,15.92,
0.43,4.33,2957,24.57,
2.36,,1764,17.64,
20,,8000,80,
4,,3600,36,
0.08,,5992,59.92,
4,,1600,16,
,4.33,6500,60,
17,34.63,6300,23,
7.27,5.18,5872,52.73,
1,6.93,7200,64,
8,6.93,8000,72,
0.76,11.26,5324,40.24,
1.65,,2835,28.35,
4,,4600,46,
,,2000,20,
,4.33,1535,10.35,
2.08,4.33,1292,7.92,
0.64,,4936,49.36,
,,1616,16.16,
,,8000,80,
1.72,,2828,28.28,
,,10007,100.07,
27.84,,7216,72.16,
,,500,5,
,1.89,1455,12.37,
0.5,,9950,99.5,
,4.33,2300,18,
11.3,2,1100,8.7,
4,,1600,16,
,,2500,25,
,,1010,10.1,
,4.33,1025,5.25,
3.76,,5624,56.24,
3.68,4.33,6132,56.32,
4.24,,20076,200.76,
5,6.93,10400,96,
1.32,4.33,4368,38.68,
2,,800,8,
4.96,4.33,4004,35.04,
,,2000,20,
50,,5000,50,
,,2000,20,
,,3992,39.92,
,,9100,91,
26,8.66,8400,74,
75.5,,2450,24.5,
6.7,,29330,293.3,
,,4000,40,
13.76,4.33,9124,86.24,
,2.6,2000,17,
14.92,4.33,9008,85.08,
5.2,,2480,24.8,
4.11,0.9,693,5.89,
0.25,7.14,5500,46.75,
,4.33,13000,125,
16,6.93,3200,24,
12,4.33,23300,228,
,,6100,61,
,4.33,2500,20,
7.11,,3289,32.89,
13.6,,8640,86.4,
6.76,,3324,33.24,
2.63,,11737,117.37,
2.42,,7758,77.58,
0.36,,4064,40.64,
7.88,,1212,12.12,
2,,2300,23,
,4.33,2196,16.96,
,,2000,20,
4,,1600,16,
12,4.33,7300,68,
,4.33,3000,25,
1,4.33,5400,49,
1,,1900,19,
10.91,,909,9.09,
6,,1400,14,
,8.66,3000,20,
1.79,4.33,3321,28.21,
0.2,,13980,139.8,
8,,7200,72,
15.6,4.33,2940,24.4,
0.78,,1922,19.22,
7.15,,5285,52.85,
,8.66,4000,30,
5,,5500,55,
26.72,,7328,73.28,
8,,1200,12,
5.09,,1491,14.91,
41.77,,5823,58.23,
,,3200,32,
22,,2800,28,
19.76,,8024,80.24,
4.51,3.9,3000,25.49,
,,1700,17,
4,,3600,36,
1,,7900,79,
4,,1600,16,
,,4000,40,
5,4.33,2000,15,
,,6500,65,
12,,2800,28,
2,4.33,6300,58,
,,2000,20,
4,4.33,4100,36,
,,5000,50,
10,,3000,30,
,,1500,15,
3,,2200,22,
22,,2800,28,
3.45,5.65,2808,21.55,
,,4000,40,
8,4.33,4700,42,
0.16,,6084,60.84,
2.25,,5775,57.75,
,,1600,16,
,,2000,20,
15,,2500,25,
,,3000,30,
6.4,2.08,1600,13.6,
,,2500,25,
,,3000,30,
3,,21700,217,
,,,,
1.68,,832,8.32,
,,3200,32,
12.24,,2776,27.76,
,,2300,23,
5,4.33,4000,35,
,8.66,3000,20,
10,,9000,90,
0.08,,6092,60.92,
72,,2800,28,
,,4832,48.32,
5.2,,11480,114.8,
,,2000,20,
5.76,,11424,114.24,
4,4.33,7600,71,
1,,1900,19,
4.36,,3564,35.64,
,,3400,34,
,,1600,16,
4,,3600,36,
8.44,3.46,9555,91.56,
13.99,,2601,26.01,
11.52,,14848,148.48,
,,3200,32,
,4.28,3295,28.01,
16,,8400,84,
,,500,5,
7,4.33,5800,53,
11,,4900,49,
17,4.33,4800,43,
1.77,,3523,35.23,
3.43,,2657,26.57,
,4.33,1500,10,
11.52,,2848,28.48,
5,4.33,1000,5,
3.36,,3664,36.64,
,4.33,6500,60,
5,12.01,2310,15,
2,,9800,98,
13,,6700,67,
,0.61,470,4,
,,2000,20,
,,,,
,,,,
3.52,,9648,96.48,
0.67,,4933,49.33,
,,2000,20,
10,,3000,30,
0.59,,10741,107.41,
2.8,4.16,3200,27.2,
,4.33,3000,25,
16,,14400,144,
42.8,,5720,57.2,
0.77,,2123,21.23,
7,,5300,53,
7.25,4.33,7775,72.75,
8.84,4.33,3616,31.16,
2,4.33,8300,78,
1.64,4.33,2336,18.36,
16,11.26,3700,24,
,,2252,22.52,
5.16,,8484,84.84,
0.76,,1024,10.24,
4,4.33,4100,36,
,,2000,20,
1.76,,1824,18.24,
,,1600,16,
,,2000,20,
,4.33,7700,72,
4.36,,864,8.64,
8.3,,19170,191.7,
11.16,,8884,88.84,
0.8,4.33,11020,105.2,
15.04,,19496,194.96,
1.61,3.58,2754,23.39,
2.35,1.17,900,7.65,
0.15,0.14,100,0.85,
3.92,,1608,16.08,
2.28,4.33,6272,57.72,
13.65,,6635,66.35,
4,,9600,96,
,,,,
1.84,4.33,6316,58.16,
2,,3800,38,
,,,,
,,500,5,
,,2000,20,
12,,2800,28,
8.57,4.33,3643,31.43,
4,,5600,56,
2,,1800,18,
0.74,,2426,24.26,
,,3500,35,
3,2.6,2000,17,
10,,5000,50,
24,4.33,8100,76,
8,,17200,172,
9,4.33,3600,31,
,,1400,14,
,,500,5,
1,,2900,29,
0.08,,17992,179.92,
13.99,3.46,3000,26.01,
12,,10800,108,
2.73,,6227,62.27,
,,1010,10.1,
4.44,,1556,15.56,
3.88,4.33,2612,21.12,
,4.33,2500,20,
5,4.33,2000,15,
4,,7600,76,
,,2000,20,
0.82,6.27,3100,24.18,
,8.5,5000,40.2,
12.16,,6784,67.84,
5,4.33,10000,95,
,,4000,40,
,2.6,2000,17,
,4.33,2985,24.85,
6,,8400,84,
4,,5600,56,
,4.33,2500,20,
,,2000,20,
60,,4000,40,
,,2000,20,
2.8,,5720,57.2,
9.46,4.33,9554,90.54,
0.92,4.33,4908,44.08,
4.86,,1514,15.14,
,4.33,4521,40.21,
,,4000,40,
33,,16700,167,
0.6,,4440,44.4,
4,8.75,6610,56,
,8.66,2500,15,
0.16,4.33,2684,21.84,
0.68,,8432,84.32,
24,,2600,26,
,,8000,80,
,6.92,800,0.01,
,4.33,10100,96,
8.92,,3108,31.08,
3.68,,5632,56.32,
8,,3200,32,
24,,7600,76,
2,,21800,218,
0.02,,1208,12.08,
,1.11,856,7.28,
,0.56,432,3.67,
4,,5632,56.32,
,,500,5,
0.79,,1921,19.21,
,4.33,2500,20,
4,4.33,4100,36,
0.79,,4921,49.21,
11.76,4.33,15324,148.24,
,,2015,20.15,
5,,3505,35.05,
,,7374,73.74,
2,,1800,18,
,,4500,45,
5,4.33,2000,15,
10,4.33,9500,90,
6.5,,9350,93.5,
11,,8900,89,
5,,2500,25,
2.46,,4254,42.54,
,,1574,15.74,
8,,9200,92,
5,,3500,35,
,,6000,60,
0.15,4.33,10485,99.85,
5.22,,1478,14.78,
12.32,,2768,27.68,
3,4.33,6200,57,
,,2000,20,
,,2000,20,
2,,5800,58,
16.12,,388,3.88,
5,,5500,55,
0.9,,1910,19.1,
4.59,,1541,15.41,
,,8000,80,
16.68,,18332,183.32,
4,,19600,196,
,,2000,20,
0.24,,9976,99.76,
,,1043,10.43,
,,1000,10,
,,,,
,,2000,20,
2,,800,8,
,4.33,6500,60,
2,4.33,2800,23,
1.06,4.33,7394,68.94,
4,,3600,36,
,4.33,5500,50,
5.15,,2485,24.85,
,,800,8,
5,4.33,2000,15,
,,500,5,
12,8.66,1800,8,
15.22,,2478,24.78,
,,3632,36.32,
4.08,4.33,8092,75.92,
2.24,,2776,27.76,
40.08,,15992,159.92,
,,2000,20,
15,,2500,25,
15.22,4.33,2978,24.78,
5,4.33,6000,55,
5,4.33,2000,15,
2.16,,2784,27.84,
1.44,,6856,68.56,
4.8,,9520,95.2,
4.3,,3570,35.7,
,,4000,40,
4,,5600,56,
0.58,,1442,14.42,
11.84,,12816,128.16,
0.36,,7364,73.64,
12.25,12.99,18275,167.75,
4.24,,1576,15.76,
42,,5800,58,
18,,8200,82,
,,,,
69,,3100,31,
17.64,,4236,42.36,
12,,2800,28,
9.79,,7021,70.21,
3.6,,1640,16.4,
5,4.33,5000,45,
2,,800,8,
5.65,,3435,34.35,
0.58,,1442,14.42,
2,,2800,28,
5,,7500,75,
,,4000,40,
3.92,,5608,56.08,
,,3006,30.06,
16.85,,6315,63.15,
61.57,,3843,38.43,
0.17,,2483,24.83,
0.01,,,,
11,,4900,49,
,,,,
,,8200,82,
3.36,,1664,16.64,
4,,11600,116,
4,,1600,16,
2.51,,2249,22.49,
79.83,33.64,25904,220.17,
0.52,,8148,81.48,
,5.2,4000,34,
4,,3600,36,
,,4000,40,
1.5,1.3,1000,8.5,
,4.33,1505,10.05,
0.08,,11992,119.92,
14.45,,8555,85.55,
0.92,4.33,1908,14.08,
5,4.33,2000,15,
11,,6900,69,
0.36,,864,8.64,
,,700,7,
10,,1000,10,
4.79,,3521,35.21,
,,16000,160,
3.68,,9632,96.32,
12.8,,6720,67.2,
5,,3500,35,
3.92,,7608,76.08,
9.78,,3022,30.22,
11,,4900,49,
,4.33,10800,103,
12,4.33,10300,98,
17.39,,2261,22.61,
0.44,,5256,52.56,
5.76,4.33,5924,54.24,
8,,7200,72,
12,,800,8,
,,2132,21.32,
,,4000,40,
2,,300,3,
,,832,8.32,
6.83,10,2472,13.17,
80,4.33,2500,20,
10,,1000,10,
78.86,,2114,21.14,
,1.82,1400,11.9,
,,8408,84.08,
0.14,15.73,12104,102.86,
7.63,1.89,1455,12.37,
,,3200,32,
,8.66,5000,40,
,,804,8.04,
2,,1800,18,
4,,3600,36,
2.02,,15798,157.98,
35.72,,6428,64.28,
1,18.19,24000,219,
0.08,,1992,19.92,
3.92,,5608,56.08,
5,25.98,12500,95,
,,12100,121,
14,,2600,26,
2,,1800,18,
15.92,4.33,908,4.08,
0.2,1.04,800,6.8,
,4.33,2000,15,
6,,5400,54,
,,3100,31,
5,4.33,4000,35,
17.8,,16220,162.2,
,,,,
,,1000,10,
,4.33,4500,40,
5,,1500,15,
,4.33,3300,28,
1,,4400,44,
71.68,4.33,3332,28.32,
,,4000,40,
0.7,,2030,20.3,
,,6000,60,
,4.33,4416,39.16,
19.01,4.33,2599,20.99,
4.72,,1528,15.28,
4,,1600,16,
7.36,,3264,32.64,
0.24,,1376,13.76,
12.4,,2760,27.6,
,,1005,10.05,
11,20.79,11300,89,
,4.33,3500,30,
,,1208,12.08,
1.92,,808,8.08,
,4.33,4500,40,
,,5000,50,
,1.04,800,6.8,
0.94,,1906,19.06,
1.1,,2440,24.4,
4,,3600,36,
,,7019,70.19,
,,3010,30.1,
15,,2500,25,
1,,2800,28,
1.39,4.33,6361,58.61,
3,,7200,72,
,,,,
,,10551,105.51,
0.45,1,770,6.55,
,,1749,17.49,
9,,3100,31,
30,4.33,7500,70,
4.24,,1576,15.76,
15.85,,2415,24.15,
,,1916,19.16,
4.71,,1529,15.29,
6.92,,7308,73.08,
10,,3000,30,
3.04,,1696,16.96,
,,2000,20,
5,,3500,35,
74.4,,2560,25.6,
1.6,,2840,28.4,
,3.12,2400,20.4,
0.72,2.95,2268,19.28,
9.37,2.85,2192,18.63,
,,3600,36,
,3.12,2400,20.4,
14.95,4.33,5005,45.05,
17.06,,2294,22.94,
,4.33,2316,18.16,
4.28,,1572,15.72,
0.34,7.79,3865,29.66,
2,,1800,18,
,,4700,47,
,,6100,61,
0.76,,4524,45.24,
0.6,,4440,44.4,
3,4.33,8200,77,
12,,4800,48,
15,4.33,3000,25,
14.32,,4568,45.68,
,,1600,16,
10,,3000,30,
,,4000,40,
2,,1800,18,
,,6024,60.24,
5,4.33,2000,15,
0.72,,7428,74.28,
0.11,,7014,70.14,
4,,23600,236,
12.05,,4795,47.95,
1.5,,350,3.5,
,,6000,60,
2.85,6.93,16015,152.15,
88.12,,1188,11.88,
,,1000,10,
10.84,,4916,49.16,
,,6000,60,
,2.6,2000,17,
,0.78,600,5.09,
8.18,,7182,71.82,
,,,,
,,2100,21,
,4.33,1100,6,
2.72,,1728,17.28,
13.86,,2614,26.14,
0.92,,6408,64.08,
4,4.33,4100,36,
,,1800,18,
0.87,,6213,62.13,
42,,5800,58,
30,,27000,270,
,31.16,3600,0.01,
2.39,4.33,6261,57.61,
1.72,,1828,18.28,
4.01,,5624,56.24,
5,,5500,55,
21.82,,7818,78.18,
1.72,,828,8.28,
,,4600,46,
,,6505,65.05,
,,2000,20,
0.08,,2592,25.92,
,,6107,61.07,
,,22006,220.06,
19.31,,8069,80.69,
8,,3200,32,
5,4.33,2000,15,
5,,1500,15,
1,,2400,24,
65.23,8.66,64477,634.77,
,4.33,4000,35,
0.02,4.33,2698,21.98,
,0.78,600,5.09,
2,,800,8,
0.58,,1442,14.42,
,,6000,60,
0.08,,3992,39.92,
,4.33,1000,5,
2,,1800,18,
,8.66,4000,30,
0.6,,1640,16.4,
,,,,
4.01,,1664,16.64,
0.05,,1595,15.95,
,,2000,20,
3.82,,1618,16.18,
2.8,,3720,37.2,
,,1991,19.91,
60.22,,3978,39.78,
50.72,,4928,49.28,
8.92,,3108,31.08,
0.2,1.04,800,6.8,
,,,,
64,,3600,36,
60.29,4.33,4471,39.71,
1.08,,2392,23.92,
2,,2800,28,
,,3000,30,
,,2000,20,
2.8,,1220,12.2,
,,4384,43.84,
0.8,,5920,59.2,
15,4.33,1000,5,
12,,800,8,
68,,3200,32,
,,2814,28.14,
5,,3500,35,
0.03,,3047,30.47,
,,1816,18.16,
0.95,,6905,69.05,
,0.52,400,3.4,
5,,1500,15,
4.86,,11514,115.14,
16,6.93,3200,24,
,,2000,20,
0.68,,8532,85.32,
0.55,,1045,10.45,
,,2000,20,
,,8000,80,
2.55,,3745,37.45,
2,,800,8,
15,,2500,25,
0.38,10.5,4874,36.62,
21.56,4.33,13344,128.44,
,8.66,3000,20,
,4.33,4500,40,
10,,3000,30,
,4.33,2400,19,
4.94,,5506,55.06,
12,,2800,28,
13.37,4.33,7163,66.63,
15.72,,4428,44.28,
4.47,,3653,36.53,
9,,7100,71,
0.06,,2094,20.94,
7.6,,7240,72.4,
2,,2816,28.16,
3.84,,1616,16.16,
6.67,,9333,93.33,
17,12.78,9776,83,
,4.33,4500,40,
7.88,14.83,4924,32.12,
2.54,22.68,4365,17.46,
0.69,36.49,7644,34.31,
4.14,29.93,6042,25.86,
3.6,4.33,6140,56.4,
64,,3600,36,
0.41,,959,9.59,
1.92,,808,8.08,
11.93,4.33,3307,28.07,
,,1000,10,
0.86,16.65,15236,133.14,
7,,1300,13,
7,4.33,3800,33,
,,,,
,,2000,20,
,4.33,9500,90,
10,,1000,10,
,,,,
18,,4200,42,
14.59,20.03,12855,105.41,
,,2000,20,
,,4000,40,
1.43,4.33,4357,38.57,
0.95,26.71,5891,28.05,
16,,8400,84,
,26.71,5891,28.05,
5.93,,1407,14.07,
0.01,,2034,20.34,
,,900,9,
11,,2900,29,
,,1500,15,
0.5,4.33,3450,29.5,
2,4.33,2300,18,
,,2500,25,
4,,3600,36,
2,,9800,98,
,,1306,13.06,
7.68,,1232,12.32,
2,,4800,48,
1.51,,2849,28.49,
25,,7500,75,
8,,8200,82,
,,2000,20,
2.5,,1750,17.5,
10,,1000,10,
5,,2500,25,
8,4.33,11700,112,
,,4000,40,
5,,3500,35,
,,20010,200.1,
4,,1600,16,
0.12,,2488,24.88,
8,,5200,52,
0.76,,1924,19.24,
1.92,4.33,6808,63.08,
13,4.33,5200,47,
3.35,,4165,41.65,
,4.33,2500,20,
,,3300,33,
0.39,,6661,66.61,
,,7400,74,
5.86,4.33,1914,14.14,
5.85,,11415,114.15,
,,10000,100,
4.93,,3507,35.07,
4,,3600,36,
35,4.33,7000,65,
18.78,,8122,81.22,
0.04,31.16,3600,0.01,
4,,3600,36,
5,4.33,4000,35,
,4.33,500,,
4,,3600,36,
18.95,4.33,2605,21.05,
33.65,4.33,7135,66.35,
5,4.33,4000,35,
8,,13200,132,
2.15,,3785,37.85,
,,20000,200,
1.68,4.33,1332,8.32,
1.65,,2835,28.35,
0.99,17.31,11900,99.01,
0.93,4.33,9607,91.07,
2.38,,5762,57.62,
0.28,,5672,56.72,
4,,1600,16,
,4.33,2500,20,
3,,9700,97,
20,-30.3,4500,80,
1.5,1.3,1000,8.5,
8,,3200,32,
14.14,,10586,105.86,
0.17,,6008,60.08,
4,,5600,56,
5.3,,1470,14.7,
16.38,,4362,43.62,
1,,3900,39,
11,,6907,69.07,
0.75,3.25,2500,21.25,
9.95,,21005,210.05,
0.88,4.33,4412,39.12,
,,2500,25,
1.92,,3808,38.08,
5.7,,3430,34.3,
,,2000,20,
,2.81,2160,18.35,
0.84,4.33,6116,56.16,
3.84,,5616,56.16,
93,4.33,11200,107,
10,8.66,4000,30,
12,,2800,28,
9.95,,1005,10.05,
10,,1000,10,
0.75,0.65,500,4.25,
3,8.66,12700,117,
8,,3200,32,
2.44,,6756,67.56,
5.38,,13462,134.62,
0.94,4.33,5406,49.06,
7,8.66,2300,13,
,6.93,6800,60,
12,,6800,68,
8,8.66,4200,32,
,,2000,20,
,,1016,10.16,
14,,6600,66,
,4.33,4924,44.24,
,,3820,38.2,
3,4.33,6200,57,
9.48,,11052,110.52,
3.6,4.33,2140,16.4,
0.8,,4920,49.2,
2.06,,1794,17.94,
10.65,,4935,49.35,
12,,6800,68,
1.5,4.33,4350,38.5,
7,,1300,13,
12,,16800,168,
5,4.33,4000,35,
,,2000,20,
13.01,8.66,3709,27.09,
6,5.19,4000,34,
,,2000,20,
,,1100,11,
,,500,5,
16,,32400,324,
4,4.33,4100,36,
1.46,,10854,108.54,
9,4.33,3600,31,
9,,3100,31,
5.42,,3458,34.58,
12,,6800,68,
,,515,5.15,
20,,8000,80,
37,,6300,63,
19.03,,8097,80.97,
,10.49,2682,14.7,
3.6,,1640,16.4,
6,,1400,14,
2.04,,796,7.96,
2.85,4.33,8215,77.15,
,,2000,20,
0.64,4.33,2936,24.36,
0.73,,6927,69.27,
6.65,,5335,53.35,
6,4.33,7900,74,
3.61,,7639,76.39,
3.96,,1104,11.04,
10,,4000,40,
10,4.33,3516,30.16,
41.68,,5832,58.32,
0.1,,16090,160.9,
,0.86,664,5.65,
,0.69,500,4.25,
,,2106,21.06,
,,800,8,
3.68,,5632,56.32,
14,,600,6,
,,2015,20.15,
11,,900,9,
2,4.33,4800,43,
4.08,,4092,40.92,
2,,9800,98,
,,22600,226,
,,1000,10,
0.45,,3955,39.55,
0.05,0.76,583,4.95,
75,4.33,13000,125,
2.5,4.33,7250,67.5,
7.12,,5288,52.88,
,4.33,2500,20,
15,4.33,4000,35,
,,624,6.24,
1.92,,3308,33.08,
,19.92,6300,40,
13.82,,618,6.18,
0.57,,14043,140.43,
,,2000,20,
10,4.33,1500,10,
1.85,,2315,23.15,
14.86,,6514,65.14,
,,2500,25,
3.92,,5608,56.08,
9.76,,6024,60.24,
3.18,,3682,36.82,
,,800,8,
3.75,3.25,2500,21.25,
,,2000,20,
4.72,,1528,15.28,
10,,39000,390,
,,2150,21.5,
12.07,,2793,27.93,
20,,18000,180,
16.99,3.46,4700,43.01,
0.36,,2464,24.64,
4.86,,3514,35.14,
1.44,,2856,28.56,
,8.66,7600,66,
6,,1400,14,
,3.46,6000,56.01,
4.75,8.45,6500,55.25,
2,,800,8,
,,4000,40,
1.72,,9828,98.28,
,2.53,1954,16.62,
4,,3600,36,
,,,,
75.5,,2450,24.5,
3,,5700,57,
0.09,,816,8.16,
9.06,,5094,50.94,
9.5,,8050,80.5,
4,,5620,56.2,
,,3600,36,
5,,3500,35,
,,4000,40,
0.68,,11232,112.32,
12,,22800,228,
19,12.99,9600,81,
,,10000,100,
7.5,,5250,52.5,
10,,3000,30,
12,,800,8,
3.01,,1744,17.44,
2,,1800,18,
5,4.33,2000,15,
,,,,
12,67.26,20568,128,
0.76,,1924,19.24,
,,2450,24.5,
17,4.33,3800,33,
5,,3600,36,
0.2,1.04,800,6.8,
36,,6400,64,
4,,1600,16,
2.01,5.8,4469,37.99,
0.08,,9992,99.92,
,,404,4.04,
,8.66,4140,31.4,
2.97,2.6,2004,17.03,
,,,,
11.92,,808,8.08,
11.92,4.33,3308,28.08,
1.85,4.33,6815,63.15,
,,10538,105.38,
4.79,,3521,35.21,
,,3514,35.14,
10,,3000,30,
14,,6600,66,
,,800,8,
9,4.33,5600,51,
10,4.33,7500,70,
3,2.6,2000,17,
5.96,4.33,5904,54.04,
0.4,,1560,15.6,
0.5,1.3,1000,8.5,
3,,6400,64,
,,4921,49.21,
1,,9900,99,
6.91,4.33,5809,53.09,
32,,6800,68,
,4.33,2000,15,
5,17.32,9500,75,
2.52,,13748,137.48,
,,5500,55,
,,3900,39,
,2.6,2000,17,
32,,6800,68,
3.49,4.33,4151,36.51,
0.78,,2422,24.22,
1,,400,4,
,,6100,61,
0.7,,2130,21.3,
5,4.33,2000,15,
15.42,8.66,9458,84.58,
0.5,,2450,24.5,
,,,,
,,6000,60,
,,8011,80.11,
,0.78,600,5.09,
10,,1000,10,
0.3,,3170,31.7,
12.03,,2807,28.07,
2,,2800,28,
0.45,,1455,14.55,
4,,9600,96,
4,,5600,56,
0.02,,808,8.08,
13.9,,4610,46.1,
4,,5612,56.12,
0.12,,2388,23.88,
,,6400,64,
35.13,4.33,6987,64.87,
0.86,4.33,8414,79.14,
,,6300,63,
,,4000,40,
,,3800,38,
,,3900,39,
,4.33,4100,36,
10,8.66,10000,90,
8.04,,1196,11.96,
1.92,,808,8.08,
,,2000,20,
,4.33,2500,20,
1.09,,1416,14.16,
,,3600,36,
9,,3100,31,
,,2040,20.4,
0.04,,796,7.96,
,,2200,22,
1.64,,2936,29.36,
15,,4500,45,
